"train/epoch","confused-sweep-23 - _step","confused-sweep-23 - _step__MIN","confused-sweep-23 - _step__MAX","confused-sweep-23 - eval/prefs/pred_median","confused-sweep-23 - eval/prefs/pred_median__MIN","confused-sweep-23 - eval/prefs/pred_median__MAX","confused-sweep-23 - eval/prefs/lower_p10","confused-sweep-23 - eval/prefs/lower_p10__MIN","confused-sweep-23 - eval/prefs/lower_p10__MAX","confused-sweep-23 - eval/prefs/lower_min","confused-sweep-23 - eval/prefs/lower_min__MIN","confused-sweep-23 - eval/prefs/lower_min__MAX","confused-sweep-23 - eval/prefs/upper_p90","confused-sweep-23 - eval/prefs/upper_p90__MIN","confused-sweep-23 - eval/prefs/upper_p90__MAX","confused-sweep-23 - eval/prefs/upper_max","confused-sweep-23 - eval/prefs/upper_max__MIN","confused-sweep-23 - eval/prefs/upper_max__MAX","polished-sweep-14 - _step","polished-sweep-14 - _step__MIN","polished-sweep-14 - _step__MAX","polished-sweep-14 - eval/prefs/pred_median","polished-sweep-14 - eval/prefs/pred_median__MIN","polished-sweep-14 - eval/prefs/pred_median__MAX","polished-sweep-14 - eval/prefs/lower_p10","polished-sweep-14 - eval/prefs/lower_p10__MIN","polished-sweep-14 - eval/prefs/lower_p10__MAX","polished-sweep-14 - eval/prefs/lower_min","polished-sweep-14 - eval/prefs/lower_min__MIN","polished-sweep-14 - eval/prefs/lower_min__MAX","polished-sweep-14 - eval/prefs/upper_p90","polished-sweep-14 - eval/prefs/upper_p90__MIN","polished-sweep-14 - eval/prefs/upper_p90__MAX","polished-sweep-14 - eval/prefs/upper_max","polished-sweep-14 - eval/prefs/upper_max__MIN","polished-sweep-14 - eval/prefs/upper_max__MAX","20250525-165710-unequaled-lark-148 - _step","20250525-165710-unequaled-lark-148 - _step__MIN","20250525-165710-unequaled-lark-148 - _step__MAX","20250525-165710-unequaled-lark-148 - eval/prefs/pred_median","20250525-165710-unequaled-lark-148 - eval/prefs/pred_median__MIN","20250525-165710-unequaled-lark-148 - eval/prefs/pred_median__MAX","20250525-165710-unequaled-lark-148 - eval/prefs/lower_p10","20250525-165710-unequaled-lark-148 - eval/prefs/lower_p10__MIN","20250525-165710-unequaled-lark-148 - eval/prefs/lower_p10__MAX","20250525-165710-unequaled-lark-148 - eval/prefs/lower_min","20250525-165710-unequaled-lark-148 - eval/prefs/lower_min__MIN","20250525-165710-unequaled-lark-148 - eval/prefs/lower_min__MAX","20250525-165710-unequaled-lark-148 - eval/prefs/upper_p90","20250525-165710-unequaled-lark-148 - eval/prefs/upper_p90__MIN","20250525-165710-unequaled-lark-148 - eval/prefs/upper_p90__MAX","20250525-165710-unequaled-lark-148 - eval/prefs/upper_max","20250525-165710-unequaled-lark-148 - eval/prefs/upper_max__MIN","20250525-165710-unequaled-lark-148 - eval/prefs/upper_max__MAX","20250525-165417-intelligent-colt-835 - _step","20250525-165417-intelligent-colt-835 - _step__MIN","20250525-165417-intelligent-colt-835 - _step__MAX","20250525-165417-intelligent-colt-835 - eval/prefs/pred_median","20250525-165417-intelligent-colt-835 - eval/prefs/pred_median__MIN","20250525-165417-intelligent-colt-835 - eval/prefs/pred_median__MAX","20250525-165417-intelligent-colt-835 - eval/prefs/lower_p10","20250525-165417-intelligent-colt-835 - eval/prefs/lower_p10__MIN","20250525-165417-intelligent-colt-835 - eval/prefs/lower_p10__MAX","20250525-165417-intelligent-colt-835 - eval/prefs/lower_min","20250525-165417-intelligent-colt-835 - eval/prefs/lower_min__MIN","20250525-165417-intelligent-colt-835 - eval/prefs/lower_min__MAX","20250525-165417-intelligent-colt-835 - eval/prefs/upper_p90","20250525-165417-intelligent-colt-835 - eval/prefs/upper_p90__MIN","20250525-165417-intelligent-colt-835 - eval/prefs/upper_p90__MAX","20250525-165417-intelligent-colt-835 - eval/prefs/upper_max","20250525-165417-intelligent-colt-835 - eval/prefs/upper_max__MIN","20250525-165417-intelligent-colt-835 - eval/prefs/upper_max__MAX","stellar-cherry-61 - _step","stellar-cherry-61 - _step__MIN","stellar-cherry-61 - _step__MAX","stellar-cherry-61 - eval/prefs/pred_median","stellar-cherry-61 - eval/prefs/pred_median__MIN","stellar-cherry-61 - eval/prefs/pred_median__MAX","stellar-cherry-61 - eval/prefs/lower_p10","stellar-cherry-61 - eval/prefs/lower_p10__MIN","stellar-cherry-61 - eval/prefs/lower_p10__MAX","stellar-cherry-61 - eval/prefs/lower_min","stellar-cherry-61 - eval/prefs/lower_min__MIN","stellar-cherry-61 - eval/prefs/lower_min__MAX","stellar-cherry-61 - eval/prefs/upper_p90","stellar-cherry-61 - eval/prefs/upper_p90__MIN","stellar-cherry-61 - eval/prefs/upper_p90__MAX","stellar-cherry-61 - eval/prefs/upper_max","stellar-cherry-61 - eval/prefs/upper_max__MIN","stellar-cherry-61 - eval/prefs/upper_max__MAX","morning-violet-3 - _step","morning-violet-3 - _step__MIN","morning-violet-3 - _step__MAX","morning-violet-3 - eval/prefs/pred_median","morning-violet-3 - eval/prefs/pred_median__MIN","morning-violet-3 - eval/prefs/pred_median__MAX","morning-violet-3 - eval/prefs/lower_p10","morning-violet-3 - eval/prefs/lower_p10__MIN","morning-violet-3 - eval/prefs/lower_p10__MAX","morning-violet-3 - eval/prefs/lower_min","morning-violet-3 - eval/prefs/lower_min__MIN","morning-violet-3 - eval/prefs/lower_min__MAX","morning-violet-3 - eval/prefs/upper_p90","morning-violet-3 - eval/prefs/upper_p90__MIN","morning-violet-3 - eval/prefs/upper_p90__MAX","morning-violet-3 - eval/prefs/upper_max","morning-violet-3 - eval/prefs/upper_max__MIN","morning-violet-3 - eval/prefs/upper_max__MAX"
"0.10305736860185503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","0.9351064562797546","0.9351064562797546","0.9351064562797546","3.08611781962842e-11","3.08611781962842e-11","3.08611781962842e-11","1.719162101929062e-20","1.719162101929062e-20","1.719162101929062e-20","1","1","1","1","1","1","42","42","42","0.9351064562797546","0.9351064562797546","0.9351064562797546","0.00007423645001836121","0.00007423645001836121","0.00007423645001836121","7.062642029369293e-14","7.062642029369293e-14","7.062642029369293e-14","1","1","1","1","1","1"
"0.10989010989010989","205","205","205","0.5254673361778259","0.5254673361778259","0.5254673361778259","0.09038935601711273","0.09038935601711273","0.09038935601711273","0.017437271773815155","0.017437271773815155","0.017437271773815155","0.9274348020553589","0.9274348020553589","0.9274348020553589","0.9831171035766602","0.9831171035766602","0.9831171035766602","205","205","205","0.5329849123954773","0.5329849123954773","0.5329849123954773","0.190537691116333","0.190537691116333","0.190537691116333","0.048501767218112946","0.048501767218112946","0.048501767218112946","0.8510075807571411","0.8510075807571411","0.8510075807571411","0.9383704662322998","0.9383704662322998","0.9383704662322998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.1202335967021642","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","51","51","0.945350170135498","0.945350170135498","0.945350170135498","3.9295830478458527e-11","3.9295830478458527e-11","3.9295830478458527e-11","9.345562695167791e-22","9.345562695167791e-22","9.345562695167791e-22","1","1","1","1","1","1","49","49","49","0.945350170135498","0.945350170135498","0.945350170135498","0.000054167227062862366","0.000054167227062862366","0.000054167227062862366","1.1878737112735105e-15","1.1878737112735105e-15","1.1878737112735105e-15","1","1","1","1","1","1"
"0.12049433573635428","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","63","63","0.5441046953201294","0.5441046953201294","0.5441046953201294","0.025102760642766953","0.025102760642766953","0.025102760642766953","0.0011180866276845336","0.0011180866276845336","0.0011180866276845336","0.9875147342681885","0.9875147342681885","0.9875147342681885","0.9993708729743958","0.9993708729743958","0.9993708729743958","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.1205098493626883","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","63","63","0.6543107628822327","0.6543107628822327","0.6543107628822327","0.0011758444597944617","0.0011758444597944617","0.0011758444597944617","0.000012434836207830813","0.000012434836207830813","0.000012434836207830813","0.9997102618217468","0.9997102618217468","0.9997102618217468","0.9999946355819702","0.9999946355819702","0.9999946355819702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.13740982480247338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","58","58","0.9567934274673462","0.9567934274673462","0.9567934274673462","3.842374196594278e-10","3.842374196594278e-10","3.842374196594278e-10","2.0700202402204208e-22","2.0700202402204208e-22","2.0700202402204208e-22","1","1","1","1","1","1","56","56","56","0.9567934274673462","0.9567934274673462","0.9567934274673462","0.00012266977864783257","0.00012266977864783257","0.00012266977864783257","1.2415552514863643e-17","1.2415552514863643e-17","1.2415552514863643e-17","1","1","1","1","1","1"
"0.15458605290278254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","65","65","0.9620629549026489","0.9620629549026489","0.9620629549026489","3.9181247135644526e-10","3.9181247135644526e-10","3.9181247135644526e-10","1.640340453138764e-22","1.640340453138764e-22","1.640340453138764e-22","1","1","1","1","1","1","63","63","63","0.9620629549026489","0.9620629549026489","0.9620629549026489","0.00006435715476982296","0.00006435715476982296","0.00006435715476982296","4.650782048639077e-18","4.650782048639077e-18","4.650782048639077e-18","1","1","1","1","1","1"
"0.16065911431513905","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","0.572420060634613","0.572420060634613","0.572420060634613","0.022020436823368073","0.022020436823368073","0.022020436823368073","0.0011007451685145497","0.0011007451685145497","0.0011007451685145497","0.9885270595550537","0.9885270595550537","0.9885270595550537","0.9997733235359192","0.9997733235359192","0.9997733235359192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.16067979915025107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","0.6900368332862854","0.6900368332862854","0.6900368332862854","0.0018815475050359964","0.0018815475050359964","0.0018815475050359964","0.0000031829963518248405","0.0000031829963518248405","0.0000031829963518248405","0.9998641610145569","0.9998641610145569","0.9998641610145569","0.9999998807907104","0.9999998807907104","0.9999998807907104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.16483516483516483","308","308","308","0.5322747826576233","0.5322747826576233","0.5322747826576233","0.11082920432090759","0.11082920432090759","0.11082920432090759","0.02754085510969162","0.02754085510969162","0.02754085510969162","0.9214791059494019","0.9214791059494019","0.9214791059494019","0.9764992594718933","0.9764992594718933","0.9764992594718933","308","308","308","0.5342175364494324","0.5342175364494324","0.5342175364494324","0.2026648074388504","0.2026648074388504","0.2026648074388504","0.049948181957006454","0.049948181957006454","0.049948181957006454","0.8501948118209839","0.8501948118209839","0.8501948118209839","0.9301335215568542","0.9301335215568542","0.9301335215568542","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.1717622810030917","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","72","72","0.961268424987793","0.961268424987793","0.961268424987793","7.828561132683376e-10","7.828561132683376e-10","7.828561132683376e-10","1.4005327648488923e-23","1.4005327648488923e-23","1.4005327648488923e-23","1","1","1","1","1","1","70","70","70","0.961268424987793","0.961268424987793","0.961268424987793","0.00008452258043689653","0.00008452258043689653","0.00008452258043689653","2.978810251689344e-19","2.978810251689344e-19","2.978810251689344e-19","1","1","1","1","1","1"
"0.1889385091034009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","79","79","0.9604615569114685","0.9604615569114685","0.9604615569114685","2.247102282026958e-9","2.247102282026958e-9","2.247102282026958e-9","2.983369050840277e-20","2.983369050840277e-20","2.983369050840277e-20","1","1","1","1","1","1","77","77","77","0.9604615569114685","0.9604615569114685","0.9604615569114685","0.000180163566255942","0.000180163566255942","0.000180163566255942","2.5728225549781795e-15","2.5728225549781795e-15","2.5728225549781795e-15","1","1","1","1","1","1"
"0.2008238928939238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","106","106","0.5838020443916321","0.5838020443916321","0.5838020443916321","0.024481993168592453","0.024481993168592453","0.024481993168592453","0.004042780492454767","0.004042780492454767","0.004042780492454767","0.9892748594284058","0.9892748594284058","0.9892748594284058","0.9997039437294006","0.9997039437294006","0.9997039437294006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.20084974893781382","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","106","106","0.671340823173523","0.671340823173523","0.671340823173523","0.0017180043505504727","0.0017180043505504727","0.0017180043505504727","0.00003841622674372047","0.00003841622674372047","0.00003841622674372047","0.9997860789299011","0.9997860789299011","0.9997860789299011","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.20611473720371007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","86","86","0.9771143794059753","0.9771143794059753","0.9771143794059753","1.8498131915123395e-9","1.8498131915123395e-9","1.8498131915123395e-9","1.2859773692423623e-21","1.2859773692423623e-21","1.2859773692423623e-21","1","1","1","1","1","1","84","84","84","0.9771143794059753","0.9771143794059753","0.9771143794059753","0.0000664677208987996","0.0000664677208987996","0.0000664677208987996","9.066141712064539e-17","9.066141712064539e-17","9.066141712064539e-17","1","1","1","1","1","1"
"0.21978021978021978","411","411","411","0.5398886799812317","0.5398886799812317","0.5398886799812317","0.11877552419900894","0.11877552419900894","0.11877552419900894","0.025613902136683464","0.025613902136683464","0.025613902136683464","0.9213864207267761","0.9213864207267761","0.9213864207267761","0.976109504699707","0.976109504699707","0.976109504699707","411","411","411","0.5428945422172546","0.5428945422172546","0.5428945422172546","0.2071179747581482","0.2071179747581482","0.2071179747581482","0.044298820197582245","0.044298820197582245","0.044298820197582245","0.8548635244369507","0.8548635244369507","0.8548635244369507","0.9433050155639648","0.9433050155639648","0.9433050155639648","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.22329096530401923","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","93","93","0.9733861684799194","0.9733861684799194","0.9733861684799194","5.655284240901892e-9","5.655284240901892e-9","5.655284240901892e-9","1.1346156359970542e-21","1.1346156359970542e-21","1.1346156359970542e-21","1","1","1","1","1","1","91","91","91","0.9733861684799194","0.9733861684799194","0.9733861684799194","0.0001703042071312666","0.0001703042071312666","0.0001703042071312666","7.243999472847413e-18","7.243999472847413e-18","7.243999472847413e-18","1","1","1","1","1","1"
"0.2404671934043284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","0.9795359969139099","0.9795359969139099","0.9795359969139099","4.624411076292745e-9","4.624411076292745e-9","4.624411076292745e-9","1.9204619566004182e-21","1.9204619566004182e-21","1.9204619566004182e-21","1","1","1","1","1","1","98","98","98","0.9795359969139099","0.9795359969139099","0.9795359969139099","0.00008204711775761098","0.00008204711775761098","0.00008204711775761098","5.745669326687235e-17","5.745669326687235e-17","5.745669326687235e-17","1","1","1","1","1","1"
