"train/epoch","confused-sweep-23 - _step","confused-sweep-23 - _step__MIN","confused-sweep-23 - _step__MAX","confused-sweep-23 - eval/prefs/uncertainty_mean","confused-sweep-23 - eval/prefs/uncertainty_mean__MIN","confused-sweep-23 - eval/prefs/uncertainty_mean__MAX","polished-sweep-14 - _step","polished-sweep-14 - _step__MIN","polished-sweep-14 - _step__MAX","polished-sweep-14 - eval/prefs/uncertainty_mean","polished-sweep-14 - eval/prefs/uncertainty_mean__MIN","polished-sweep-14 - eval/prefs/uncertainty_mean__MAX","20250525-165710-unequaled-lark-148 - _step","20250525-165710-unequaled-lark-148 - _step__MIN","20250525-165710-unequaled-lark-148 - _step__MAX","20250525-165710-unequaled-lark-148 - eval/prefs/uncertainty_mean","20250525-165710-unequaled-lark-148 - eval/prefs/uncertainty_mean__MIN","20250525-165710-unequaled-lark-148 - eval/prefs/uncertainty_mean__MAX","20250525-165417-intelligent-colt-835 - _step","20250525-165417-intelligent-colt-835 - _step__MIN","20250525-165417-intelligent-colt-835 - _step__MAX","20250525-165417-intelligent-colt-835 - eval/prefs/uncertainty_mean","20250525-165417-intelligent-colt-835 - eval/prefs/uncertainty_mean__MIN","20250525-165417-intelligent-colt-835 - eval/prefs/uncertainty_mean__MAX","stellar-cherry-61 - _step","stellar-cherry-61 - _step__MIN","stellar-cherry-61 - _step__MAX","stellar-cherry-61 - eval/prefs/uncertainty_mean","stellar-cherry-61 - eval/prefs/uncertainty_mean__MIN","stellar-cherry-61 - eval/prefs/uncertainty_mean__MAX","morning-violet-3 - _step","morning-violet-3 - _step__MIN","morning-violet-3 - _step__MAX","morning-violet-3 - eval/prefs/uncertainty_mean","morning-violet-3 - eval/prefs/uncertainty_mean__MIN","morning-violet-3 - eval/prefs/uncertainty_mean__MAX"
"0.5623069001029866","","","","","","","","","","","","","300","300","300","0.5575464963912964","0.5575464963912964","0.5575464963912964","","","","","","","","","","","","","","","","","",""
"0.5623792970258787","","","","","","","","","","","","","","","","","","","300","300","300","0.5710582733154297","0.5710582733154297","0.5710582733154297","","","","","","","","","","","",""
"0.5668155273102027","","","","","","","","","","","","","","","","","","","","","","","","","233","233","233","0.5390861630439758","0.5390861630439758","0.5390861630439758","231","231","231","0.11857502162456512","0.11857502162456512","0.11857502162456512"
"0.5839917554105118","","","","","","","","","","","","","","","","","","","","","","","","","240","240","240","0.5925622582435608","0.5925622582435608","0.5925622582435608","238","238","238","0.1347174346446991","0.1347174346446991","0.1347174346446991"
"0.601167983510821","","","","","","","","","","","","","","","","","","","","","","","","","247","247","247","0.5619124174118042","0.5619124174118042","0.5619124174118042","245","245","245","0.1233522966504097","0.1233522966504097","0.1233522966504097"
"0.6024716786817713","","","","","","","","","","","","","321","321","321","0.5619577765464783","0.5619577765464783","0.5619577765464783","","","","","","","","","","","","","","","","","",""
"0.6025492468134415","","","","","","","","","","","","","","","","","","","321","321","321","0.5613590478897095","0.5613590478897095","0.5613590478897095","","","","","","","","","","","",""
"0.6043956043956044","1132","1132","1132","0.4890672564506531","0.4890672564506531","0.4890672564506531","1132","1132","1132","0.2914423942565918","0.2914423942565918","0.2914423942565918","","","","","","","","","","","","","","","","","","","","","","","",""
"0.6183442116111302","","","","","","","","","","","","","","","","","","","","","","","","","254","254","254","0.5780469179153442","0.5780469179153442","0.5780469179153442","252","252","252","0.1333007961511612","0.1333007961511612","0.1333007961511612"
"0.6355204397114393","","","","","","","","","","","","","","","","","","","","","","","","","261","261","261","0.5419748425483704","0.5419748425483704","0.5419748425483704","259","259","259","0.11861607432365417","0.11861607432365417","0.11861607432365417"
"0.6426364572605562","","","","","","","","","","","","","343","343","343","0.5484516024589539","0.5484516024589539","0.5484516024589539","","","","","","","","","","","","","","","","","",""
"0.6427191966010043","","","","","","","","","","","","","","","","","","","343","343","343","0.535547137260437","0.535547137260437","0.535547137260437","","","","","","","","","","","",""
"0.6526966678117485","","","","","","","","","","","","","","","","","","","","","","","","","268","268","268","0.5512943863868713","0.5512943863868713","0.5512943863868713","266","266","266","0.12039987742900848","0.12039987742900848","0.12039987742900848"
"0.6593406593406593","1235","1235","1235","0.4782479703426361","0.4782479703426361","0.4782479703426361","1235","1235","1235","0.2881591320037842","0.2881591320037842","0.2881591320037842","","","","","","","","","","","","","","","","","","","","","","","",""
"0.6698728959120577","","","","","","","","","","","","","","","","","","","","","","","","","275","275","275","0.5519221425056458","0.5519221425056458","0.5519221425056458","273","273","273","0.11425222456455231","0.11425222456455231","0.11425222456455231"
"0.6828012358393409","","","","","","","","","","","","","364","364","364","0.536177396774292","0.536177396774292","0.536177396774292","","","","","","","","","","","","","","","","","",""
"0.682889146388567","","","","","","","","","","","","","","","","","","","364","364","364","0.5009691715240479","0.5009691715240479","0.5009691715240479","","","","","","","","","","","",""
"0.6870491240123668","","","","","","","","","","","","","","","","","","","","","","","","","282","282","282","0.5644353032112122","0.5644353032112122","0.5644353032112122","280","280","280","0.1245293989777565","0.1245293989777565","0.1245293989777565"
"0.704225352112676","","","","","","","","","","","","","","","","","","","","","","","","","289","289","289","0.5175021886825562","0.5175021886825562","0.5175021886825562","287","287","287","0.107673279941082","0.107673279941082","0.107673279941082"
"0.7142857142857143","1338","1338","1338","0.4731651544570923","0.4731651544570923","0.4731651544570923","1338","1338","1338","0.2818959653377533","0.2818959653377533","0.2818959653377533","","","","","","","","","","","","","","","","","","","","","","","",""
"0.7214015802129853","","","","","","","","","","","","","","","","","","","","","","","","","296","296","296","0.5090550780296326","0.5090550780296326","0.5090550780296326","294","294","294","0.10607711970806122","0.10607711970806122","0.10607711970806122"
"0.7229660144181257","","","","","","","","","","","","","386","386","386","0.5236622095108032","0.5236622095108032","0.5236622095108032","","","","","","","","","","","","","","","","","",""
"0.7230590961761297","","","","","","","","","","","","","","","","","","","386","386","386","0.5491591095924377","0.5491591095924377","0.5491591095924377","","","","","","","","","","","",""
"0.7385778083132944","","","","","","","","","","","","","","","","","","","","","","","","","303","303","303","0.5199847221374512","0.5199847221374512","0.5199847221374512","301","301","301","0.1121491864323616","0.1121491864323616","0.1121491864323616"
"0.7557540364136036","","","","","","","","","","","","","","","","","","","","","","","","","310","310","310","0.4842316806316376","0.4842316806316376","0.4842316806316376","308","308","308","0.10114085674285889","0.10114085674285889","0.10114085674285889"
"0.7631307929969104","","","","","","","","","","","","","407","407","407","0.5417860746383667","0.5417860746383667","0.5417860746383667","","","","","","","","","","","","","","","","","",""
"0.7632290459636926","","","","","","","","","","","","","","","","","","","407","407","407","0.5309921503067017","0.5309921503067017","0.5309921503067017","","","","","","","","","","","",""
"0.7692307692307693","1441","1441","1441","0.46472206711769104","0.46472206711769104","0.46472206711769104","1441","1441","1441","0.2779754400253296","0.2779754400253296","0.2779754400253296","","","","","","","","","","","","","","","","","","","","","","","",""
"0.7729302645139128","","","","","","","","","","","","","","","","","","","","","","","","","317","317","317","0.5208930373191833","0.5208930373191833","0.5208930373191833","315","315","315","0.10995186865329742","0.10995186865329742","0.10995186865329742"
"0.790106492614222","","","","","","","","","","","","","","","","","","","","","","","","","324","324","324","0.4976983070373535","0.4976983070373535","0.4976983070373535","322","322","322","0.10622074455022812","0.10622074455022812","0.10622074455022812"
"0.8032955715756952","","","","","","","","","","","","","429","429","429","0.5102876424789429","0.5102876424789429","0.5102876424789429","","","","","","","","","","","","","","","","","",""
"0.8033989957512553","","","","","","","","","","","","","","","","","","","429","429","429","0.5485153198242188","0.5485153198242188","0.5485153198242188","","","","","","","","","","","",""
"0.8072827207145311","","","","","","","","","","","","","","","","","","","","","","","","","331","331","331","0.4929700493812561","0.4929700493812561","0.4929700493812561","329","329","329","0.10390345007181168","0.10390345007181168","0.10390345007181168"
"0.8241758241758241","1544","1544","1544","0.4596897065639496","0.4596897065639496","0.4596897065639496","1544","1544","1544","0.2766304910182953","0.2766304910182953","0.2766304910182953","","","","","","","","","","","","","","","","","","","","","","","",""
"0.8244589488148403","","","","","","","","","","","","","","","","","","","","","","","","","338","338","338","0.5057730674743652","0.5057730674743652","0.5057730674743652","336","336","336","0.10183610767126083","0.10183610767126083","0.10183610767126083"
"0.8416351769151494","","","","","","","","","","","","","","","","","","","","","","","","","345","345","345","0.4730120897293091","0.4730120897293091","0.4730120897293091","343","343","343","0.09679640084505081","0.09679640084505081","0.09679640084505081"
"0.84346035015448","","","","","","","","","","","","","450","450","450","0.5334183573722839","0.5334183573722839","0.5334183573722839","","","","","","","","","","","","","","","","","",""
"0.8435689455388181","","","","","","","","","","","","","","","","","","","450","450","450","0.5031275749206543","0.5031275749206543","0.5031275749206543","","","","","","","","","","","",""
"0.8588114050154586","","","","","","","","","","","","","","","","","","","","","","","","","352","352","352","0.46208569407463074","0.46208569407463074","0.46208569407463074","350","350","350","0.0957106426358223","0.0957106426358223","0.0957106426358223"
"0.8759876331157678","","","","","","","","","","","","","","","","","","","","","","","","","359","359","359","0.49859195947647095","0.49859195947647095","0.49859195947647095","357","357","357","0.10266730934381485","0.10266730934381485","0.10266730934381485"
"0.8791208791208791","1647","1647","1647","0.4534962773323059","0.4534962773323059","0.4534962773323059","1647","1647","1647","0.270426869392395","0.270426869392395","0.270426869392395","","","","","","","","","","","","","","","","","","","","","","","",""
"0.8836251287332647","","","","","","","","","","","","","472","472","472","0.5313019156455994","0.5313019156455994","0.5313019156455994","","","","","","","","","","","","","","","","","",""
"0.8837388953263808","","","","","","","","","","","","","","","","","","","472","472","472","0.5305933952331543","0.5305933952331543","0.5305933952331543","","","","","","","","","","","",""
"0.8931638612160769","","","","","","","","","","","","","","","","","","","","","","","","","366","366","366","0.4757341742515564","0.4757341742515564","0.4757341742515564","364","364","364","0.09512554109096527","0.09512554109096527","0.09512554109096527"
"0.9103400893163861","","","","","","","","","","","","","","","","","","","","","","","","","373","373","373","0.4940066635608673","0.4940066635608673","0.4940066635608673","371","371","371","0.09577345103025436","0.09577345103025436","0.09577345103025436"
"0.9237899073120495","","","","","","","","","","","","","493","493","493","0.5412484407424927","0.5412484407424927","0.5412484407424927","","","","","","","","","","","","","","","","","",""
"0.9239088451139436","","","","","","","","","","","","","","","","","","","493","493","493","0.5358892679214478","0.5358892679214478","0.5358892679214478","","","","","","","","","","","",""
"0.9275163174166953","","","","","","","","","","","","","","","","","","","","","","","","","380","380","380","0.47620928287506104","0.47620928287506104","0.47620928287506104","378","378","378","0.09601131081581116","0.09601131081581116","0.09601131081581116"
"0.9340659340659341","1750","1750","1750","0.44719547033309937","0.44719547033309937","0.44719547033309937","1750","1750","1750","0.26880744099617004","0.26880744099617004","0.26880744099617004","","","","","","","","","","","","","","","","","","","","","","","",""
"0.9446925455170044","","","","","","","","","","","","","","","","","","","","","","","","","387","387","387","0.45586034655570984","0.45586034655570984","0.45586034655570984","385","385","385","0.09023801982402802","0.09023801982402802","0.09023801982402802"
"0.9618687736173136","","","","","","","","","","","","","","","","","","","","","","","","","394","394","394","0.48166999220848083","0.48166999220848083","0.48166999220848083","392","392","392","0.09630503505468369","0.09630503505468369","0.09630503505468369"
"0.9639546858908342","","","","","","","","","","","","","515","515","515","0.5420042276382446","0.5420042276382446","0.5420042276382446","","","","","","","","","","","","","","","","","",""
"0.9640787949015064","","","","","","","","","","","","","","","","","","","515","515","515","0.5107471346855164","0.5107471346855164","0.5107471346855164","","","","","","","","","","","",""
"0.9790450017176228","","","","","","","","","","","","","","","","","","","","","","","","","401","401","401","0.4805552363395691","0.4805552363395691","0.4805552363395691","399","399","399","0.09287113696336746","0.09287113696336746","0.09287113696336746"
"0.989010989010989","1853","1853","1853","0.44500672817230225","0.44500672817230225","0.44500672817230225","1853","1853","1853","0.2668682932853699","0.2668682932853699","0.2668682932853699","","","","","","","","","","","","","","","","","","","","","","","",""
"0.9962212298179319","","","","","","","","","","","","","","","","","","","","","","","","","408","408","408","0.4709612727165222","0.4709612727165222","0.4709612727165222","406","406","406","0.09258817136287689","0.09258817136287689","0.09258817136287689"
"1.004119464469619","","","","","","","","","","","","","536","536","536","0.5529063940048218","0.5529063940048218","0.5529063940048218","","","","","","","","","","","","","","","","","",""
"1.0041199948500064","","","","","","","","","","","","","","","","","","","536","536","536","0.5127268433570862","0.5127268433570862","0.5127268433570862","","","","","","","","","","","",""
"1.0133974579182412","","","","","","","","","","","","","","","","","","","","","","","","","415","415","415","0.47527632117271423","0.47527632117271423","0.47527632117271423","413","413","413","0.09614355862140656","0.09614355862140656","0.09614355862140656"
"1.0305736860185504","","","","","","","","","","","","","","","","","","","","","","","","","422","422","422","0.457914799451828","0.457914799451828","0.457914799451828","420","420","420","0.09083397686481476","0.09083397686481476","0.09083397686481476"
"1.043956043956044","1956","1956","1956","0.43991199135780334","0.43991199135780334","0.43991199135780334","1956","1956","1956","0.2653859555721283","0.2653859555721283","0.2653859555721283","","","","","","","","","","","","","","","","","","","","","","","",""
"1.0442842430484036","","","","","","","","","","","","","558","558","558","0.5201807618141174","0.5201807618141174","0.5201807618141174","","","","","","","","","","","","","","","","","",""
"1.0442899446375693","","","","","","","","","","","","","","","","","","","558","558","558","0.4283502399921417","0.4283502399921417","0.4283502399921417","","","","","","","","","","","",""
"1.0477499141188595","","","","","","","","","","","","","","","","","","","","","","","","","429","429","429","0.459268718957901","0.459268718957901","0.459268718957901","427","427","427","0.09228023141622543","0.09228023141622543","0.09228023141622543"
"1.0649261422191687","","","","","","","","","","","","","","","","","","","","","","","","","436","436","436","0.4553277790546417","0.4553277790546417","0.4553277790546417","434","434","434","0.08940659463405609","0.08940659463405609","0.08940659463405609"
"1.0821023703194779","","","","","","","","","","","","","","","","","","","","","","","","","443","443","443","0.4650675356388092","0.4650675356388092","0.4650675356388092","441","441","441","0.08870317786931992","0.08870317786931992","0.08870317786931992"
